id,title,author,text,label
7769,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
7770,Celeb Scandals Hidden from You,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
7771,New Study Reveals Benefits of Exercise,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7772,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7773,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7774,Government Plans to Confiscate Guns,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7775,Miracle Cure for Diabetes Discovered,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7776,Mayor Announces Infrastructure Plan,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7777,Celeb Scandals Hidden from You,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7778,Celeb Scandals Hidden from You,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7779,Stock Market Sees Moderate Growth,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
7780,New Study Reveals Benefits of Exercise,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7781,Miracle Cure for Diabetes Discovered,Sam Lee,This unbelievable event will change everything you know about the government...,1
7782,Miracle Cure for Diabetes Discovered,John Smith,This unbelievable event will change everything you know about the government...,1
7783,You Won’t Believe What Politician Said,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
7784,Scientists Map Human Genome Progress,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
7785,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7786,Mayor Announces Infrastructure Plan,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7787,You Won’t Believe What Politician Said,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7788,New Study Reveals Benefits of Exercise,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7789,Stock Market Sees Moderate Growth,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7790,Scientists Map Human Genome Progress,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
7791,Miracle Cure for Diabetes Discovered,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7792,Mayor Announces Infrastructure Plan,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7793,Stock Market Sees Moderate Growth,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7794,Shocking Health Secret Exposed,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7795,Government Plans to Confiscate Guns,Unknown,This unbelievable event will change everything you know about the government...,1
7796,Mayor Announces Infrastructure Plan,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
7797,Local Community Center Opens New Wing,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7798,Celeb Scandals Hidden from You,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7799,Local Community Center Opens New Wing,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7800,You Won’t Believe What Politician Said,Unknown,This unbelievable event will change everything you know about the government...,1
7801,New Study Reveals Benefits of Exercise,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7802,Shocking Health Secret Exposed,Patricia Brown,This unbelievable event will change everything you know about the government...,1
7803,You Won’t Believe What Politician Said,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
7804,Government Plans to Confiscate Guns,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7805,Celeb Scandals Hidden from You,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7806,Mayor Announces Infrastructure Plan,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7807,You Won’t Believe What Politician Said,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7808,Miracle Cure for Diabetes Discovered,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7809,Shocking Health Secret Exposed,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
7810,Government Plans to Confiscate Guns,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7811,Celeb Scandals Hidden from You,Sam Lee,This unbelievable event will change everything you know about the government...,1
7812,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
7813,Stock Market Sees Moderate Growth,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7814,Stock Market Sees Moderate Growth,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7815,Stock Market Sees Moderate Growth,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7816,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7817,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7818,Government Plans to Confiscate Guns,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
7819,Celeb Scandals Hidden from You,Unknown,This unbelievable event will change everything you know about the government...,1
7820,Local Community Center Opens New Wing,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7821,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7822,You Won’t Believe What Politician Said,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7823,Miracle Cure for Diabetes Discovered,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7824,New Study Reveals Benefits of Exercise,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
7825,Scientists Map Human Genome Progress,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7826,Stock Market Sees Moderate Growth,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7827,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7828,Local Community Center Opens New Wing,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7829,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7830,Government Plans to Confiscate Guns,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
